candidate_rank_ascending,threshold,attack_family,family_scope,rows,gate_eligible_rows_ge_15,baseline_hard,candidate_hard,baseline_recall,candidate_recall,recall_loss_pp,family_gate_pass
1467,0.99999999684934693,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1467,0.99999999684934693,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1467,0.99999999684934693,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,863,1,0.43149999999999999,56.850000000000001,false
1467,0.99999999684934693,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1468,0.99999999684988294,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1468,0.99999999684988294,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1468,0.99999999684988294,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1468,0.99999999684988294,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1468,0.99999999684988294,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1468,0.99999999684988294,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1468,0.99999999684988294,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1468,0.99999999684988294,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1468,0.99999999684988294,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1468,0.99999999684988294,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1468,0.99999999684988294,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,862,1,0.43099999999999999,56.899999999999991,false
1468,0.99999999684988294,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1469,0.9999999968765072,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1469,0.9999999968765072,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1469,0.9999999968765072,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1469,0.9999999968765072,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1469,0.9999999968765072,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1469,0.9999999968765072,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1469,0.9999999968765072,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1469,0.9999999968765072,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1469,0.9999999968765072,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1469,0.9999999968765072,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1469,0.9999999968765072,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,861,1,0.43049999999999999,56.950000000000003,false
1469,0.9999999968765072,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1470,0.99999999688411845,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1470,0.99999999688411845,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1470,0.99999999688411845,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1470,0.99999999688411845,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1470,0.99999999688411845,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1470,0.99999999688411845,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1470,0.99999999688411845,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1470,0.99999999688411845,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1470,0.99999999688411845,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1470,0.99999999688411845,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1470,0.99999999688411845,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,860,1,0.42999999999999999,57.000000000000007,false
1470,0.99999999688411845,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1471,0.99999999688501462,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1471,0.99999999688501462,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1471,0.99999999688501462,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1471,0.99999999688501462,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1471,0.99999999688501462,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1471,0.99999999688501462,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1471,0.99999999688501462,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1471,0.99999999688501462,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1471,0.99999999688501462,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1471,0.99999999688501462,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1471,0.99999999688501462,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,859,1,0.42949999999999999,57.049999999999997,false
1471,0.99999999688501462,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1472,0.99999999688703256,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1472,0.99999999688703256,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1472,0.99999999688703256,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1472,0.99999999688703256,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1472,0.99999999688703256,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1472,0.99999999688703256,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1472,0.99999999688703256,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1472,0.99999999688703256,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1472,0.99999999688703256,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1472,0.99999999688703256,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1472,0.99999999688703256,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,858,1,0.42899999999999999,57.099999999999994,false
1472,0.99999999688703256,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1473,0.9999999969075799,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1473,0.9999999969075799,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1473,0.9999999969075799,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1473,0.9999999969075799,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1473,0.9999999969075799,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1473,0.9999999969075799,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1473,0.9999999969075799,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1473,0.9999999969075799,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1473,0.9999999969075799,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1473,0.9999999969075799,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1473,0.9999999969075799,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,857,1,0.42849999999999999,57.149999999999999,false
1473,0.9999999969075799,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1474,0.9999999969192781,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1474,0.9999999969192781,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1474,0.9999999969192781,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1474,0.9999999969192781,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1474,0.9999999969192781,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1474,0.9999999969192781,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1474,0.9999999969192781,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1474,0.9999999969192781,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1474,0.9999999969192781,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1474,0.9999999969192781,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1474,0.9999999969192781,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,856,1,0.42799999999999999,57.200000000000003,false
1474,0.9999999969192781,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1475,0.99999999692069652,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1475,0.99999999692069652,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1475,0.99999999692069652,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1475,0.99999999692069652,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1475,0.99999999692069652,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1475,0.99999999692069652,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1475,0.99999999692069652,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1475,0.99999999692069652,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1475,0.99999999692069652,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1475,0.99999999692069652,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1475,0.99999999692069652,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,855,1,0.42749999999999999,57.25,false
1475,0.99999999692069652,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1476,0.99999999693962627,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1476,0.99999999693962627,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1476,0.99999999693962627,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1476,0.99999999693962627,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1476,0.99999999693962627,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1476,0.99999999693962627,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1476,0.99999999693962627,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1476,0.99999999693962627,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1476,0.99999999693962627,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1476,0.99999999693962627,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1476,0.99999999693962627,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,854,1,0.42699999999999999,57.299999999999997,false
1476,0.99999999693962627,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1477,0.99999999694704811,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1477,0.99999999694704811,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1477,0.99999999694704811,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1477,0.99999999694704811,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1477,0.99999999694704811,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1477,0.99999999694704811,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1477,0.99999999694704811,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1477,0.99999999694704811,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1477,0.99999999694704811,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1477,0.99999999694704811,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1477,0.99999999694704811,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,853,1,0.42649999999999999,57.350000000000001,false
1477,0.99999999694704811,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1642,1,0.82099999999999995,17.900000000000006,false
1478,0.99999999696012831,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1478,0.99999999696012831,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1478,0.99999999696012831,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1478,0.99999999696012831,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1478,0.99999999696012831,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1478,0.99999999696012831,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1478,0.99999999696012831,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1478,0.99999999696012831,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1478,0.99999999696012831,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1478,0.99999999696012831,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1478,0.99999999696012831,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,853,1,0.42649999999999999,57.350000000000001,false
1478,0.99999999696012831,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1641,1,0.82050000000000001,17.949999999999999,false
1479,0.99999999697291209,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1479,0.99999999697291209,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1479,0.99999999697291209,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1479,0.99999999697291209,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1479,0.99999999697291209,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1479,0.99999999697291209,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1479,0.99999999697291209,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1479,0.99999999697291209,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1479,0.99999999697291209,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1479,0.99999999697291209,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1479,0.99999999697291209,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,852,1,0.42599999999999999,57.400000000000006,false
1479,0.99999999697291209,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1641,1,0.82050000000000001,17.949999999999999,false
1480,0.99999999699378184,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1480,0.99999999699378184,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1480,0.99999999699378184,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1480,0.99999999699378184,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1480,0.99999999699378184,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1480,0.99999999699378184,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1480,0.99999999699378184,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1480,0.99999999699378184,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1480,0.99999999699378184,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1480,0.99999999699378184,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1480,0.99999999699378184,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,851,1,0.42549999999999999,57.450000000000003,false
1480,0.99999999699378184,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1641,1,0.82050000000000001,17.949999999999999,false
1481,0.99999999701984144,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1481,0.99999999701984144,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1481,0.99999999701984144,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1481,0.99999999701984144,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1481,0.99999999701984144,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1481,0.99999999701984144,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1481,0.99999999701984144,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1481,0.99999999701984144,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1481,0.99999999701984144,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1481,0.99999999701984144,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1481,0.99999999701984144,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,850,1,0.42499999999999999,57.499999999999993,false
1481,0.99999999701984144,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1641,1,0.82050000000000001,17.949999999999999,false
1482,0.99999999703790543,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1482,0.99999999703790543,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1482,0.99999999703790543,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1482,0.99999999703790543,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1482,0.99999999703790543,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1482,0.99999999703790543,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1482,0.99999999703790543,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1482,0.99999999703790543,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1482,0.99999999703790543,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1482,0.99999999703790543,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1482,0.99999999703790543,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,849,1,0.42449999999999999,57.550000000000004,false
1482,0.99999999703790543,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1641,1,0.82050000000000001,17.949999999999999,false
1483,0.9999999970452127,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1483,0.9999999970452127,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1483,0.9999999970452127,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1483,0.9999999970452127,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1483,0.9999999970452127,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1483,0.9999999970452127,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1483,0.9999999970452127,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1483,0.9999999970452127,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1483,0.9999999970452127,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1483,0.9999999970452127,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1483,0.9999999970452127,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,848,1,0.42399999999999999,57.600000000000009,false
1483,0.9999999970452127,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1641,1,0.82050000000000001,17.949999999999999,false
1484,0.99999999706298781,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1484,0.99999999706298781,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
1484,0.99999999706298781,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,0,1,0,100,false
1484,0.99999999706298781,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
1484,0.99999999706298781,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,12,1,0.20000000000000001,80,false
1484,0.99999999706298781,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,18,1,0.59999999999999998,40,false
1484,0.99999999706298781,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
1484,0.99999999706298781,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
1484,0.99999999706298781,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,10,1,0.16666666666666666,83.333333333333343,false
1484,0.99999999706298781,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,2,1,0.033333333333333333,96.666666666666671,false
1484,0.99999999706298781,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,847,1,0.42349999999999999,57.649999999999999,false
1484,0.99999999706298781,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1641,1,0.82050000000000001,17.949999999999999,false
1485,0.99999999708220555,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
1485,0.99999999708220555,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,0,1,0,100,false
