fit_label,threshold_rule,medium_attack_eval_report_only_min,dev_heavy_query_report_only_min,report_only_attack_min,used_for_selection
old_weighted_id_ood_support_w4,id_calib_alarm_0.01,0.992,0.9995,0.992,False
