seed,fit_mode,ood_weight,support_weight,fit_label,role,n,min,p10,p50,p90,p95,p99,max,mean,std
44,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,pseudo_query_dev,1024,0.03891204960999318,0.48770998248403186,0.8668816741177969,0.9647178683239589,0.9647178683239589,0.9647178683239589,0.9702006980628335,0.7823150596078662,0.1891694767837366
44,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,medium_attack_eval_report_only,2250,0.0061005601700826395,0.7816853730936753,0.9437909246084033,0.9647178683239589,0.9647178683239589,0.9647178683239589,0.9671664424324544,0.8856161280938358,0.14513453846565863
44,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,dev_heavy_query_report_only,4000,0.013388464808330489,0.48770998248403186,0.7626586170736536,0.9615259449166804,0.9647178683239589,0.9783741599889481,0.9797814488665526,0.7441995864190079,0.1493983777282128
44,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,final_ood_benign_eval_report_only,3000,0.004536601047459924,0.007132300114527063,0.014146703283617388,0.26413064508573925,0.6804551012177954,0.7875955581557247,0.8226359252317812,0.1067706526196605,0.18856665219139265
45,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,id_calib,600,0.005066096474939751,0.00582932586851148,0.012529639016934725,0.03344496502962951,0.03344496502962951,0.0791712214751878,0.14444554061237225,0.016810333248618796,0.014458962329742487
45,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,ood_val_reported_not_gate,1500,0.008513202374851503,0.01040850032089268,0.1785429997321391,0.36739167612148704,0.36739167612148704,0.41643240965845424,0.5889454077868891,0.18763958923809884,0.11544642895583833
45,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,support_train,128,0.019938600771510304,0.3922435081836412,0.9197673298670173,0.9663721056618443,0.969482334589145,0.9771547997732873,0.9797814488665526,0.8189664854817016,0.2462014770198611
45,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,support_val,64,0.03344496502962951,0.3156699438517762,0.835081331189677,0.9638593186842107,0.9647178683239589,0.9666955556399597,0.9700629691780152,0.7355521933568416,0.26530742092913345
45,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,pseudo_query_dev,1024,0.03891204960999318,0.48770998248403186,0.8668816741177969,0.9647178683239589,0.9647178683239589,0.9647178683239589,0.9702006980628335,0.7823150596078662,0.1891694767837366
45,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,medium_attack_eval_report_only,2250,0.0061005601700826395,0.7816853730936753,0.9437909246084033,0.9647178683239589,0.9647178683239589,0.9647178683239589,0.9671664424324544,0.8856161280938358,0.14513453846565863
45,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,dev_heavy_query_report_only,4000,0.013388464808330489,0.48770998248403186,0.7626586170736536,0.9615259449166804,0.9647178683239589,0.9783741599889481,0.9797814488665526,0.7441995864190079,0.1493983777282128
45,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,final_ood_benign_eval_report_only,3000,0.004536601047459924,0.007132300114527063,0.014146703283617388,0.26413064508573925,0.6804551012177954,0.7875955581557247,0.8226359252317812,0.1067706526196605,0.18856665219139265
46,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,id_calib,600,0.005066096474939751,0.00582932586851148,0.012529639016934725,0.03344496502962951,0.03344496502962951,0.0791712214751878,0.14444554061237225,0.016810333248618796,0.014458962329742487
46,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,ood_val_reported_not_gate,1500,0.008513202374851503,0.01040850032089268,0.1785429997321391,0.36739167612148704,0.36739167612148704,0.41643240965845424,0.5889454077868891,0.18763958923809884,0.11544642895583833
46,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,support_train,128,0.019938600771510304,0.3922435081836412,0.9197673298670173,0.9663721056618443,0.969482334589145,0.9771547997732873,0.9797814488665526,0.8189664854817016,0.2462014770198611
46,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,support_val,64,0.03344496502962951,0.3156699438517762,0.835081331189677,0.9638593186842107,0.9647178683239589,0.9666955556399597,0.9700629691780152,0.7355521933568416,0.26530742092913345
46,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,pseudo_query_dev,1024,0.03891204960999318,0.48770998248403186,0.8668816741177969,0.9647178683239589,0.9647178683239589,0.9647178683239589,0.9702006980628335,0.7823150596078662,0.1891694767837366
46,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,medium_attack_eval_report_only,2250,0.0061005601700826395,0.7816853730936753,0.9437909246084033,0.9647178683239589,0.9647178683239589,0.9647178683239589,0.9671664424324544,0.8856161280938358,0.14513453846565863
46,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,dev_heavy_query_report_only,4000,0.013388464808330489,0.48770998248403186,0.7626586170736536,0.9615259449166804,0.9647178683239589,0.9783741599889481,0.9797814488665526,0.7441995864190079,0.1493983777282128
46,id_ood_support,4.0,4.0,old_weighted_id_ood_support_w4,final_ood_benign_eval_report_only,3000,0.004536601047459924,0.007132300114527063,0.014146703283617388,0.26413064508573925,0.6804551012177954,0.7875955581557247,0.8226359252317812,0.1067706526196605,0.18856665219139265
42,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,id_calib,600,0.011764870940524046,0.015556597160431366,0.03996797898547582,0.09931147198108922,0.09931147198108922,0.16322394108024255,0.26551587333670096,0.04844869052705886,0.03433885723980027
42,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,ood_val_reported_not_gate,1500,0.028784103237214528,0.04989083719513056,0.39696032620300015,0.49712030653193007,0.49712030653193007,0.5611403945185434,0.699948258470514,0.3374330602121624,0.16362565579718644
42,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_train,128,0.07630215203862126,0.48824973963457396,0.9383885797122093,0.969068934599213,0.9709748071088709,0.9714313651643676,0.9717670957981634,0.8524465453127438,0.20997445414282062
42,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_val,64,0.09931147198108922,0.36197346001504344,0.8866175565972864,0.9671206245475863,0.9671206245475863,0.9694536506299899,0.9714994794867388,0.7533166680750697,0.24932054857493613
42,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,pseudo_query_dev,1024,0.10865011242496647,0.2778972603627254,0.8719724205366822,0.9671206245475863,0.9671206245475863,0.9671206245475863,0.9709748071088709,0.7577973695578184,0.23782428951852835
42,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,medium_attack_eval_report_only,2250,0.024069370347529675,0.7553923944309741,0.9570950621731125,0.9671206245475863,0.9671206245475863,0.9694851319592988,0.9714994794867388,0.9007686061932795,0.13340472746545587
42,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,dev_heavy_query_report_only,4000,0.05600929199533349,0.2778972603627254,0.7983563663854408,0.9641947925511583,0.9671206245475863,0.9714994794867388,0.9717670957981634,0.7207414254600208,0.2119272718182884
42,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,final_ood_benign_eval_report_only,3000,0.01465651995833697,0.022808475090532406,0.04526679500647604,0.36264547555289445,0.7016246443240264,0.8042847557084049,0.8263447288930738,0.14288252573535623,0.19654542279773624
43,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,id_calib,600,0.011764870940524046,0.015556597160431366,0.03996797898547582,0.09931147198108922,0.09931147198108922,0.16322394108024255,0.26551587333670096,0.04844869052705886,0.03433885723980027
43,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,ood_val_reported_not_gate,1500,0.028784103237214528,0.04989083719513056,0.39696032620300015,0.49712030653193007,0.49712030653193007,0.5611403945185434,0.699948258470514,0.3374330602121624,0.16362565579718644
43,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_train,128,0.07630215203862126,0.48824973963457396,0.9383885797122093,0.969068934599213,0.9709748071088709,0.9714313651643676,0.9717670957981634,0.8524465453127438,0.20997445414282062
43,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_val,64,0.09931147198108922,0.36197346001504344,0.8866175565972864,0.9671206245475863,0.9671206245475863,0.9694536506299899,0.9714994794867388,0.7533166680750697,0.24932054857493613
43,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,pseudo_query_dev,1024,0.10865011242496647,0.2778972603627254,0.8719724205366822,0.9671206245475863,0.9671206245475863,0.9671206245475863,0.9709748071088709,0.7577973695578184,0.23782428951852835
43,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,medium_attack_eval_report_only,2250,0.024069370347529675,0.7553923944309741,0.9570950621731125,0.9671206245475863,0.9671206245475863,0.9694851319592988,0.9714994794867388,0.9007686061932795,0.13340472746545587
43,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,dev_heavy_query_report_only,4000,0.05600929199533349,0.2778972603627254,0.7983563663854408,0.9641947925511583,0.9671206245475863,0.9714994794867388,0.9717670957981634,0.7207414254600208,0.2119272718182884
43,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,final_ood_benign_eval_report_only,3000,0.01465651995833697,0.022808475090532406,0.04526679500647604,0.36264547555289445,0.7016246443240264,0.8042847557084049,0.8263447288930738,0.14288252573535623,0.19654542279773624
44,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,id_calib,600,0.011764870940524046,0.015556597160431366,0.03996797898547582,0.09931147198108922,0.09931147198108922,0.16322394108024255,0.26551587333670096,0.04844869052705886,0.03433885723980027
44,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,ood_val_reported_not_gate,1500,0.028784103237214528,0.04989083719513056,0.39696032620300015,0.49712030653193007,0.49712030653193007,0.5611403945185434,0.699948258470514,0.3374330602121624,0.16362565579718644
44,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_train,128,0.07630215203862126,0.48824973963457396,0.9383885797122093,0.969068934599213,0.9709748071088709,0.9714313651643676,0.9717670957981634,0.8524465453127438,0.20997445414282062
44,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_val,64,0.09931147198108922,0.36197346001504344,0.8866175565972864,0.9671206245475863,0.9671206245475863,0.9694536506299899,0.9714994794867388,0.7533166680750697,0.24932054857493613
44,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,pseudo_query_dev,1024,0.10865011242496647,0.2778972603627254,0.8719724205366822,0.9671206245475863,0.9671206245475863,0.9671206245475863,0.9709748071088709,0.7577973695578184,0.23782428951852835
44,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,medium_attack_eval_report_only,2250,0.024069370347529675,0.7553923944309741,0.9570950621731125,0.9671206245475863,0.9671206245475863,0.9694851319592988,0.9714994794867388,0.9007686061932795,0.13340472746545587
44,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,dev_heavy_query_report_only,4000,0.05600929199533349,0.2778972603627254,0.7983563663854408,0.9641947925511583,0.9671206245475863,0.9714994794867388,0.9717670957981634,0.7207414254600208,0.2119272718182884
44,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,final_ood_benign_eval_report_only,3000,0.01465651995833697,0.022808475090532406,0.04526679500647604,0.36264547555289445,0.7016246443240264,0.8042847557084049,0.8263447288930738,0.14288252573535623,0.19654542279773624
45,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,id_calib,600,0.011764870940524046,0.015556597160431366,0.03996797898547582,0.09931147198108922,0.09931147198108922,0.16322394108024255,0.26551587333670096,0.04844869052705886,0.03433885723980027
45,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,ood_val_reported_not_gate,1500,0.028784103237214528,0.04989083719513056,0.39696032620300015,0.49712030653193007,0.49712030653193007,0.5611403945185434,0.699948258470514,0.3374330602121624,0.16362565579718644
45,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_train,128,0.07630215203862126,0.48824973963457396,0.9383885797122093,0.969068934599213,0.9709748071088709,0.9714313651643676,0.9717670957981634,0.8524465453127438,0.20997445414282062
45,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_val,64,0.09931147198108922,0.36197346001504344,0.8866175565972864,0.9671206245475863,0.9671206245475863,0.9694536506299899,0.9714994794867388,0.7533166680750697,0.24932054857493613
45,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,pseudo_query_dev,1024,0.10865011242496647,0.2778972603627254,0.8719724205366822,0.9671206245475863,0.9671206245475863,0.9671206245475863,0.9709748071088709,0.7577973695578184,0.23782428951852835
45,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,medium_attack_eval_report_only,2250,0.024069370347529675,0.7553923944309741,0.9570950621731125,0.9671206245475863,0.9671206245475863,0.9694851319592988,0.9714994794867388,0.9007686061932795,0.13340472746545587
45,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,dev_heavy_query_report_only,4000,0.05600929199533349,0.2778972603627254,0.7983563663854408,0.9641947925511583,0.9671206245475863,0.9714994794867388,0.9717670957981634,0.7207414254600208,0.2119272718182884
45,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,final_ood_benign_eval_report_only,3000,0.01465651995833697,0.022808475090532406,0.04526679500647604,0.36264547555289445,0.7016246443240264,0.8042847557084049,0.8263447288930738,0.14288252573535623,0.19654542279773624
46,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,id_calib,600,0.011764870940524046,0.015556597160431366,0.03996797898547582,0.09931147198108922,0.09931147198108922,0.16322394108024255,0.26551587333670096,0.04844869052705886,0.03433885723980027
46,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,ood_val_reported_not_gate,1500,0.028784103237214528,0.04989083719513056,0.39696032620300015,0.49712030653193007,0.49712030653193007,0.5611403945185434,0.699948258470514,0.3374330602121624,0.16362565579718644
46,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_train,128,0.07630215203862126,0.48824973963457396,0.9383885797122093,0.969068934599213,0.9709748071088709,0.9714313651643676,0.9717670957981634,0.8524465453127438,0.20997445414282062
46,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,support_val,64,0.09931147198108922,0.36197346001504344,0.8866175565972864,0.9671206245475863,0.9671206245475863,0.9694536506299899,0.9714994794867388,0.7533166680750697,0.24932054857493613
46,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,pseudo_query_dev,1024,0.10865011242496647,0.2778972603627254,0.8719724205366822,0.9671206245475863,0.9671206245475863,0.9671206245475863,0.9709748071088709,0.7577973695578184,0.23782428951852835
46,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,medium_attack_eval_report_only,2250,0.024069370347529675,0.7553923944309741,0.9570950621731125,0.9671206245475863,0.9671206245475863,0.9694851319592988,0.9714994794867388,0.9007686061932795,0.13340472746545587
46,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,dev_heavy_query_report_only,4000,0.05600929199533349,0.2778972603627254,0.7983563663854408,0.9641947925511583,0.9671206245475863,0.9714994794867388,0.9717670957981634,0.7207414254600208,0.2119272718182884
46,id_ood_support,4.0,16.0,support_emphasis_id_ood_support_w16,final_ood_benign_eval_report_only,3000,0.01465651995833697,0.022808475090532406,0.04526679500647604,0.36264547555289445,0.7016246443240264,0.8042847557084049,0.8263447288930738,0.14288252573535623,0.19654542279773624
42,id_support_only,0.0,4.0,id_support_only_w4,id_calib,600,0.009302629254913172,0.009302629254913172,0.023948601535106778,0.07078952219377961,0.25585493219155814,0.4412194930404288,0.7551405782741991,0.04647410631472473,0.08154713494706768
42,id_support_only,0.0,4.0,id_support_only_w4,ood_val_reported_not_gate,1500,0.019798548131049053,0.020501793037082737,0.6663252576876528,0.7014523705487917,0.7014523705487917,0.8117367636185512,0.8117367636185512,0.5074541453412322,0.24641505062858998
42,id_support_only,0.0,4.0,id_support_only_w4,support_train,128,0.03775166179909111,0.8079126573848804,0.9355255801487439,0.9597168898647301,0.9623874670662678,0.964409367395193,0.9648208629504889,0.8996878868760539,0.10812269607650302
42,id_support_only,0.0,4.0,id_support_only_w4,support_val,64,0.034616678776637634,0.55468100226456,0.8960673311534063,0.9566186928283608,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.8306527508114416,0.1910437871560464
42,id_support_only,0.0,4.0,id_support_only_w4,pseudo_query_dev,1024,0.39526518848544123,0.8960673311534063,0.8981201749908171,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.9648208629504889,0.9079885612737003,0.05550707244353754
42,id_support_only,0.0,4.0,id_support_only_w4,medium_attack_eval_report_only,2250,0.032867168898966306,0.8042769394062412,0.9100959974822986,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.8867020776719348,0.09451809705120494
42,id_support_only,0.0,4.0,id_support_only_w4,dev_heavy_query_report_only,4000,0.032867168898966306,0.8960673311534063,0.8960673311534063,0.9544749957409434,0.9575374201515396,0.9632968053382821,0.9648208629504889,0.906111218074346,0.03219010232665606
42,id_support_only,0.0,4.0,id_support_only_w4,final_ood_benign_eval_report_only,3000,0.010684638325813994,0.019798548131049053,0.3853367516111875,0.79412058327499,0.8463430811470306,0.9198449415515845,0.9198449415515845,0.3689422999395277,0.2931198211039427
43,id_support_only,0.0,4.0,id_support_only_w4,id_calib,600,0.009302629254913172,0.009302629254913172,0.023948601535106778,0.07078952219377961,0.25585493219155814,0.4412194930404288,0.7551405782741991,0.04647410631472473,0.08154713494706768
43,id_support_only,0.0,4.0,id_support_only_w4,ood_val_reported_not_gate,1500,0.019798548131049053,0.020501793037082737,0.6663252576876528,0.7014523705487917,0.7014523705487917,0.8117367636185512,0.8117367636185512,0.5074541453412322,0.24641505062858998
43,id_support_only,0.0,4.0,id_support_only_w4,support_train,128,0.03775166179909111,0.8079126573848804,0.9355255801487439,0.9597168898647301,0.9623874670662678,0.964409367395193,0.9648208629504889,0.8996878868760539,0.10812269607650302
43,id_support_only,0.0,4.0,id_support_only_w4,support_val,64,0.034616678776637634,0.55468100226456,0.8960673311534063,0.9566186928283608,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.8306527508114416,0.1910437871560464
43,id_support_only,0.0,4.0,id_support_only_w4,pseudo_query_dev,1024,0.39526518848544123,0.8960673311534063,0.8981201749908171,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.9648208629504889,0.9079885612737003,0.05550707244353754
43,id_support_only,0.0,4.0,id_support_only_w4,medium_attack_eval_report_only,2250,0.032867168898966306,0.8042769394062412,0.9100959974822986,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.8867020776719348,0.09451809705120494
43,id_support_only,0.0,4.0,id_support_only_w4,dev_heavy_query_report_only,4000,0.032867168898966306,0.8960673311534063,0.8960673311534063,0.9544749957409434,0.9575374201515396,0.9632968053382821,0.9648208629504889,0.906111218074346,0.03219010232665606
43,id_support_only,0.0,4.0,id_support_only_w4,final_ood_benign_eval_report_only,3000,0.010684638325813994,0.019798548131049053,0.3853367516111875,0.79412058327499,0.8463430811470306,0.9198449415515845,0.9198449415515845,0.3689422999395277,0.2931198211039427
44,id_support_only,0.0,4.0,id_support_only_w4,id_calib,600,0.009302629254913172,0.009302629254913172,0.023948601535106778,0.07078952219377961,0.25585493219155814,0.4412194930404288,0.7551405782741991,0.04647410631472473,0.08154713494706768
44,id_support_only,0.0,4.0,id_support_only_w4,ood_val_reported_not_gate,1500,0.019798548131049053,0.020501793037082737,0.6663252576876528,0.7014523705487917,0.7014523705487917,0.8117367636185512,0.8117367636185512,0.5074541453412322,0.24641505062858998
44,id_support_only,0.0,4.0,id_support_only_w4,support_train,128,0.03775166179909111,0.8079126573848804,0.9355255801487439,0.9597168898647301,0.9623874670662678,0.964409367395193,0.9648208629504889,0.8996878868760539,0.10812269607650302
44,id_support_only,0.0,4.0,id_support_only_w4,support_val,64,0.034616678776637634,0.55468100226456,0.8960673311534063,0.9566186928283608,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.8306527508114416,0.1910437871560464
44,id_support_only,0.0,4.0,id_support_only_w4,pseudo_query_dev,1024,0.39526518848544123,0.8960673311534063,0.8981201749908171,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.9648208629504889,0.9079885612737003,0.05550707244353754
44,id_support_only,0.0,4.0,id_support_only_w4,medium_attack_eval_report_only,2250,0.032867168898966306,0.8042769394062412,0.9100959974822986,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.8867020776719348,0.09451809705120494
44,id_support_only,0.0,4.0,id_support_only_w4,dev_heavy_query_report_only,4000,0.032867168898966306,0.8960673311534063,0.8960673311534063,0.9544749957409434,0.9575374201515396,0.9632968053382821,0.9648208629504889,0.906111218074346,0.03219010232665606
44,id_support_only,0.0,4.0,id_support_only_w4,final_ood_benign_eval_report_only,3000,0.010684638325813994,0.019798548131049053,0.3853367516111875,0.79412058327499,0.8463430811470306,0.9198449415515845,0.9198449415515845,0.3689422999395277,0.2931198211039427
45,id_support_only,0.0,4.0,id_support_only_w4,id_calib,600,0.009302629254913172,0.009302629254913172,0.023948601535106778,0.07078952219377961,0.25585493219155814,0.4412194930404288,0.7551405782741991,0.04647410631472473,0.08154713494706768
45,id_support_only,0.0,4.0,id_support_only_w4,ood_val_reported_not_gate,1500,0.019798548131049053,0.020501793037082737,0.6663252576876528,0.7014523705487917,0.7014523705487917,0.8117367636185512,0.8117367636185512,0.5074541453412322,0.24641505062858998
45,id_support_only,0.0,4.0,id_support_only_w4,support_train,128,0.03775166179909111,0.8079126573848804,0.9355255801487439,0.9597168898647301,0.9623874670662678,0.964409367395193,0.9648208629504889,0.8996878868760539,0.10812269607650302
45,id_support_only,0.0,4.0,id_support_only_w4,support_val,64,0.034616678776637634,0.55468100226456,0.8960673311534063,0.9566186928283608,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.8306527508114416,0.1910437871560464
45,id_support_only,0.0,4.0,id_support_only_w4,pseudo_query_dev,1024,0.39526518848544123,0.8960673311534063,0.8981201749908171,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.9648208629504889,0.9079885612737003,0.05550707244353754
45,id_support_only,0.0,4.0,id_support_only_w4,medium_attack_eval_report_only,2250,0.032867168898966306,0.8042769394062412,0.9100959974822986,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.9575374201515396,0.8867020776719348,0.09451809705120494
45,id_support_only,0.0,4.0,id_support_only_w4,dev_heavy_query_report_only,4000,0.032867168898966306,0.8960673311534063,0.8960673311534063,0.9544749957409434,0.9575374201515396,0.9632968053382821,0.9648208629504889,0.906111218074346,0.03219010232665606
45,id_support_only,0.0,4.0,id_support_only_w4,final_ood_benign_eval_report_only,3000,0.010684638325813994,0.019798548131049053,0.3853367516111875,0.79412058327499,0.8463430811470306,0.9198449415515845,0.9198449415515845,0.3689422999395277,0.2931198211039427
