strategy,support_budget,ood_weight,support_weight,threshold_rule,val_side_legal_all_seeds,support_val_detection_min,final_ood_alarm_report_only_max,attack_eval_detection_report_only_min,new_heldout_detection_report_only_min,report_only_final_ood_under_1pct,report_only_medium_attack_ge_0p95,report_only_medium_attack_ge_0p90,report_only_new_heldout_ge_0p75,selection_note
reset_at_split_boundary,32,2.0,32.0,support_val_guided_empirical_1pct,True,0.75,0.05533333333333333,0.6048888888888889,0.11916666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,4.0,guarded_id_ood_target_0.005,True,0.625,0.015333333333333332,0.7902222222222223,0.16016666666666668,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,4.0,np_orderstat_id_ood_1pct,True,0.625,0.015333333333333332,0.7902222222222223,0.16133333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,4.0,support_val_guided_empirical_1pct,True,0.625,0.010333333333333333,0.7604444444444445,0.1525,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,8.0,guarded_id_ood_target_0.005,True,0.625,0.012666666666666666,0.8142222222222222,0.154,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,8.0,np_orderstat_id_ood_1pct,True,0.625,0.018333333333333333,0.8146666666666667,0.15533333333333332,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,8.0,support_val_guided_empirical_1pct,True,0.625,0.012,0.7924444444444444,0.154,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,16.0,guarded_id_ood_target_0.005,True,0.75,0.04133333333333333,0.6853333333333333,0.13266666666666665,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,16.0,np_orderstat_id_ood_1pct,True,0.75,0.04133333333333333,0.6853333333333333,0.13266666666666665,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,16.0,support_val_guided_empirical_1pct,True,0.75,0.029333333333333333,0.6853333333333333,0.13266666666666665,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,32.0,guarded_id_ood_target_0.005,True,0.75,0.06666666666666667,0.772,0.148,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,32.0,np_orderstat_id_ood_1pct,True,0.75,0.06833333333333333,0.812,0.14983333333333335,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,4.0,32.0,support_val_guided_empirical_1pct,True,0.75,0.048,0.7128888888888889,0.13283333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,4.0,guarded_id_ood_target_0.005,True,0.5,0.006666666666666667,0.7271111111111112,0.1585,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,4.0,np_orderstat_id_ood_1pct,True,0.625,0.011,0.8168888888888889,0.159,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,4.0,support_val_guided_empirical_1pct,True,0.625,0.009333333333333334,0.8168888888888889,0.159,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,8.0,guarded_id_ood_target_0.005,True,0.625,0.013333333333333334,0.7657777777777778,0.15533333333333332,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,8.0,np_orderstat_id_ood_1pct,True,0.75,0.013333333333333334,0.7657777777777778,0.15533333333333332,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,8.0,support_val_guided_empirical_1pct,True,0.75,0.013333333333333334,0.7657777777777778,0.15533333333333332,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,16.0,guarded_id_ood_target_0.005,True,0.75,0.012666666666666666,0.7857777777777778,0.149,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,16.0,np_orderstat_id_ood_1pct,True,0.75,0.012666666666666666,0.7857777777777778,0.149,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,16.0,support_val_guided_empirical_1pct,True,0.75,0.010666666666666666,0.7857777777777778,0.13766666666666666,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,32.0,guarded_id_ood_target_0.005,True,0.75,0.014333333333333333,0.7244444444444444,0.126,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,32.0,np_orderstat_id_ood_1pct,True,0.75,0.014333333333333333,0.7311111111111112,0.126,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,32,8.0,32.0,support_val_guided_empirical_1pct,True,0.75,0.012666666666666666,0.6791111111111111,0.12316666666666666,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,4.0,guarded_id_ood_target_0.005,True,0.6875,0.07633333333333334,0.8231111111111111,0.15016666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,4.0,np_orderstat_id_ood_1pct,True,0.6875,0.118,0.8231111111111111,0.15016666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,4.0,support_val_guided_empirical_1pct,True,0.6875,0.07366666666666667,0.8231111111111111,0.15016666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,8.0,guarded_id_ood_target_0.005,True,0.75,0.074,0.9262222222222222,0.15216666666666667,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,8.0,np_orderstat_id_ood_1pct,True,0.75,0.08266666666666667,0.9262222222222222,0.15216666666666667,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,8.0,support_val_guided_empirical_1pct,True,0.75,0.025333333333333333,0.9262222222222222,0.15216666666666667,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,16.0,guarded_id_ood_target_0.005,True,0.875,0.03233333333333333,0.9555555555555556,0.15616666666666668,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,16.0,np_orderstat_id_ood_1pct,True,0.875,0.036,0.9555555555555556,0.15616666666666668,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,16.0,support_val_guided_empirical_1pct,True,0.875,0.018333333333333333,0.9555555555555556,0.15616666666666668,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,32.0,guarded_id_ood_target_0.005,True,0.8125,0.023333333333333334,0.9551111111111111,0.15866666666666668,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,32.0,np_orderstat_id_ood_1pct,True,0.875,0.082,0.9622222222222222,0.15966666666666668,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,2.0,32.0,support_val_guided_empirical_1pct,True,0.875,0.022,0.96,0.15966666666666668,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,4.0,guarded_id_ood_target_0.005,True,0.6875,0.042,0.768,0.13783333333333334,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,4.0,np_orderstat_id_ood_1pct,True,0.6875,0.04533333333333334,0.768,0.13783333333333334,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,4.0,support_val_guided_empirical_1pct,True,0.6875,0.03266666666666666,0.6782222222222222,0.1175,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,8.0,guarded_id_ood_target_0.005,True,0.6875,0.11266666666666666,0.6728888888888889,0.1215,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,8.0,np_orderstat_id_ood_1pct,True,0.6875,0.12666666666666668,0.6728888888888889,0.1215,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,8.0,support_val_guided_empirical_1pct,True,0.6875,0.06966666666666667,0.5746666666666667,0.10283333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,16.0,guarded_id_ood_target_0.005,True,0.8125,0.077,0.8413333333333334,0.139,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,16.0,np_orderstat_id_ood_1pct,True,0.8125,0.07966666666666666,0.8413333333333334,0.139,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,16.0,support_val_guided_empirical_1pct,True,0.8125,0.03133333333333333,0.8413333333333334,0.139,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,32.0,guarded_id_ood_target_0.005,True,0.8125,0.028666666666666667,0.9257777777777778,0.15033333333333335,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,32.0,np_orderstat_id_ood_1pct,True,0.875,0.03933333333333333,0.9257777777777778,0.15033333333333335,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,4.0,32.0,support_val_guided_empirical_1pct,True,0.875,0.02033333333333333,0.8488888888888889,0.13866666666666666,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,4.0,guarded_id_ood_target_0.005,True,0.625,0.0013333333333333333,0.3408888888888889,0.07666666666666666,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,4.0,np_orderstat_id_ood_1pct,True,0.625,0.0013333333333333333,0.3408888888888889,0.07666666666666666,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,4.0,support_val_guided_empirical_1pct,True,0.625,0.0013333333333333333,0.3408888888888889,0.07666666666666666,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,8.0,guarded_id_ood_target_0.005,True,0.625,0.118,0.7342222222222222,0.11383333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,8.0,np_orderstat_id_ood_1pct,True,0.625,0.122,0.7342222222222222,0.11383333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,8.0,support_val_guided_empirical_1pct,True,0.625,0.118,0.7342222222222222,0.11383333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,16.0,guarded_id_ood_target_0.005,True,0.625,0.026,0.7022222222222222,0.10533333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,16.0,np_orderstat_id_ood_1pct,True,0.625,0.027666666666666666,0.7022222222222222,0.10533333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,16.0,support_val_guided_empirical_1pct,True,0.625,0.026,0.7022222222222222,0.10533333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,32.0,guarded_id_ood_target_0.005,True,0.625,0.027,0.7537777777777778,0.11716666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,32.0,np_orderstat_id_ood_1pct,True,0.625,0.027,0.7537777777777778,0.11716666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,64,8.0,32.0,support_val_guided_empirical_1pct,True,0.625,0.027,0.7444444444444445,0.11633333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,4.0,guarded_id_ood_target_0.005,True,0.96875,0.15433333333333332,0.9893333333333333,0.16033333333333333,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,4.0,np_orderstat_id_ood_1pct,True,0.96875,0.163,0.9893333333333333,0.16033333333333333,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,4.0,support_val_guided_empirical_1pct,True,0.96875,0.083,0.976,0.1585,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,8.0,guarded_id_ood_target_0.005,True,0.9375,0.09533333333333334,0.9902222222222222,0.16033333333333333,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,8.0,np_orderstat_id_ood_1pct,True,0.96875,0.09533333333333334,0.9902222222222222,0.16033333333333333,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,8.0,support_val_guided_empirical_1pct,True,0.96875,0.051,0.9413333333333334,0.152,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,16.0,guarded_id_ood_target_0.005,True,0.9375,0.08033333333333334,0.9888888888888889,0.16033333333333333,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,16.0,np_orderstat_id_ood_1pct,True,0.96875,0.08033333333333334,0.992,0.16033333333333333,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,16.0,support_val_guided_empirical_1pct,True,0.96875,0.060333333333333336,0.8986666666666666,0.14766666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,32.0,guarded_id_ood_target_0.005,True,0.9375,0.07866666666666666,0.9542222222222222,0.157,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,32.0,np_orderstat_id_ood_1pct,True,0.96875,0.08233333333333333,0.9542222222222222,0.157,False,True,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,2.0,32.0,support_val_guided_empirical_1pct,True,0.96875,0.046,0.8657777777777778,0.14283333333333334,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,4.0,guarded_id_ood_target_0.005,True,0.875,0.12033333333333333,0.8973333333333333,0.14666666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,4.0,np_orderstat_id_ood_1pct,True,0.875,0.12033333333333333,0.8973333333333333,0.14666666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,4.0,support_val_guided_empirical_1pct,True,0.875,0.058333333333333334,0.8973333333333333,0.14666666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,8.0,guarded_id_ood_target_0.005,True,0.875,0.02,0.9302222222222222,0.15016666666666667,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,8.0,np_orderstat_id_ood_1pct,True,0.875,0.11066666666666666,0.9302222222222222,0.15016666666666667,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,8.0,support_val_guided_empirical_1pct,True,0.875,0.007,0.9302222222222222,0.15016666666666667,True,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,16.0,guarded_id_ood_target_0.005,True,0.9375,0.11166666666666666,0.9297777777777778,0.14683333333333334,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,16.0,np_orderstat_id_ood_1pct,True,0.9375,0.11166666666666666,0.9297777777777778,0.14683333333333334,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,16.0,support_val_guided_empirical_1pct,True,0.9375,0.11166666666666666,0.9297777777777778,0.14683333333333334,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,32.0,guarded_id_ood_target_0.005,True,0.9375,0.037,0.9297777777777778,0.1465,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,32.0,np_orderstat_id_ood_1pct,True,0.9375,0.037,0.9297777777777778,0.1465,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,4.0,32.0,support_val_guided_empirical_1pct,True,0.9375,0.029666666666666668,0.9297777777777778,0.1465,False,False,True,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,4.0,guarded_id_ood_target_0.005,True,0.875,0.132,0.8875555555555555,0.16366666666666665,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,4.0,np_orderstat_id_ood_1pct,True,0.875,0.132,0.8875555555555555,0.16366666666666665,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,4.0,support_val_guided_empirical_1pct,True,0.875,0.033666666666666664,0.8862222222222222,0.153,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,8.0,guarded_id_ood_target_0.005,True,0.875,0.121,0.888,0.14633333333333334,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,8.0,np_orderstat_id_ood_1pct,True,0.875,0.121,0.888,0.14633333333333334,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,8.0,support_val_guided_empirical_1pct,True,0.875,0.121,0.888,0.142,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,16.0,guarded_id_ood_target_0.005,True,0.8125,0.005666666666666667,0.8817777777777778,0.14066666666666666,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,16.0,np_orderstat_id_ood_1pct,True,0.8125,0.005666666666666667,0.8817777777777778,0.14066666666666666,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,16.0,support_val_guided_empirical_1pct,True,0.8125,0.0036666666666666666,0.8817777777777778,0.14066666666666666,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,32.0,guarded_id_ood_target_0.005,True,0.875,0.004333333333333333,0.8844444444444445,0.14133333333333334,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,32.0,np_orderstat_id_ood_1pct,True,0.875,0.004333333333333333,0.8844444444444445,0.14133333333333334,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
reset_at_split_boundary,128,8.0,32.0,support_val_guided_empirical_1pct,True,0.875,0.0036666666666666666,0.8151111111111111,0.134,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,4.0,guarded_id_ood_target_0.005,True,0.75,0.058333333333333334,0.6293333333333333,0.11833333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,4.0,np_orderstat_id_ood_1pct,True,0.75,0.058333333333333334,0.6293333333333333,0.11833333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,4.0,support_val_guided_empirical_1pct,True,0.75,0.058,0.6293333333333333,0.11833333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,8.0,guarded_id_ood_target_0.005,True,0.75,0.023333333333333334,0.5315555555555556,0.11366666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,8.0,np_orderstat_id_ood_1pct,True,0.75,0.023333333333333334,0.5315555555555556,0.11366666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,8.0,support_val_guided_empirical_1pct,True,0.75,0.023333333333333334,0.5315555555555556,0.11366666666666667,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,16.0,guarded_id_ood_target_0.005,True,0.75,0.07666666666666666,0.5751111111111111,0.10333333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,16.0,np_orderstat_id_ood_1pct,True,0.75,0.11433333333333333,0.5751111111111111,0.10333333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,16.0,support_val_guided_empirical_1pct,True,0.75,0.032,0.484,0.0735,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,32.0,guarded_id_ood_target_0.005,True,0.75,0.07666666666666666,0.7608888888888888,0.13716666666666666,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,32.0,np_orderstat_id_ood_1pct,True,0.75,0.11133333333333334,0.768,0.143,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,2.0,32.0,support_val_guided_empirical_1pct,True,0.75,0.03933333333333333,0.5826666666666667,0.116,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,4.0,guarded_id_ood_target_0.005,True,0.625,0.017666666666666667,0.15555555555555556,0.0,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,4.0,np_orderstat_id_ood_1pct,True,0.625,0.017666666666666667,0.15555555555555556,0.013333333333333334,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,4.0,support_val_guided_empirical_1pct,True,0.625,0.017666666666666667,0.15555555555555556,0.0,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,8.0,guarded_id_ood_target_0.005,True,0.625,0.023,0.2311111111111111,0.0,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,8.0,np_orderstat_id_ood_1pct,True,0.625,0.023,0.4582222222222222,0.057833333333333334,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,8.0,support_val_guided_empirical_1pct,True,0.625,0.023,0.2311111111111111,0.0,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,16.0,guarded_id_ood_target_0.005,True,0.75,0.06333333333333334,0.48133333333333334,0.087,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,16.0,np_orderstat_id_ood_1pct,True,0.75,0.06333333333333334,0.48133333333333334,0.087,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,16.0,support_val_guided_empirical_1pct,True,0.75,0.06333333333333334,0.47955555555555557,0.087,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,32.0,guarded_id_ood_target_0.005,True,0.75,0.066,0.58,0.112,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,32.0,np_orderstat_id_ood_1pct,True,0.75,0.066,0.6684444444444444,0.13283333333333333,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,4.0,32.0,support_val_guided_empirical_1pct,True,0.75,0.029666666666666668,0.5284444444444445,0.10716666666666666,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,8.0,4.0,guarded_id_ood_target_0.005,True,0.25,0.002,0.128,0.0,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,8.0,4.0,np_orderstat_id_ood_1pct,True,0.25,0.002,0.128,0.0,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,8.0,4.0,support_val_guided_empirical_1pct,True,0.25,0.002,0.128,0.0,True,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,8.0,8.0,guarded_id_ood_target_0.005,True,0.625,0.029666666666666668,0.20622222222222222,0.0,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,8.0,8.0,np_orderstat_id_ood_1pct,True,0.625,0.029666666666666668,0.20622222222222222,0.0,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
train_state_then_eval_online,32,8.0,8.0,support_val_guided_empirical_1pct,True,0.625,0.029666666666666668,0.20622222222222222,0.0,False,False,False,False,report-only fields are diagnostic and are not used to select the val-side candidate
