strategy,support_budget,ood_weight,support_weight,threshold_rule,id_calib_alarm_mean,id_calib_alarm_min,id_calib_alarm_max,id_calib_alarm_std,ood_val_alarm_mean,ood_val_alarm_min,ood_val_alarm_max,ood_val_alarm_std,support_val_detection_mean,support_val_detection_min,support_val_detection_max,support_val_detection_std,final_ood_alarm_report_only_mean,final_ood_alarm_report_only_min,final_ood_alarm_report_only_max,final_ood_alarm_report_only_std,attack_eval_detection_report_only_mean,attack_eval_detection_report_only_min,attack_eval_detection_report_only_max,attack_eval_detection_report_only_std,new_heldout_detection_report_only_mean,new_heldout_detection_report_only_min,new_heldout_detection_report_only_max,new_heldout_detection_report_only_std,weighted_normal_to_attack_ratio_mean,weighted_normal_to_attack_ratio_min,weighted_normal_to_attack_ratio_max,weighted_normal_to_attack_ratio_std,selection_feasible_all_seeds,val_side_legal_all_seeds,candidate_selection_score
reset_at_split_boundary,32,2.0,32.0,np_orderstat_id_ood_1pct,0.008,0.006666666666666667,0.008333333333333333,0.0006666666666666664,0.0004,0.0,0.0013333333333333333,0.0005333333333333334,0.925,0.75,1.0,0.09999999999999999,0.06259999999999999,0.021333333333333333,0.11866666666666667,0.03625490005196232,0.9128000000000001,0.8355555555555556,0.9831111111111112,0.05518375141065607,0.1617,0.14766666666666667,0.18016666666666667,0.011203868379567241,7.03125,7.03125,7.03125,0.0,True,True,0.7498666666666667
reset_at_split_boundary,32,2.0,32.0,support_val_guided_empirical_1pct,0.0003333333333333334,0.0,0.0016666666666666668,0.0006666666666666668,0.0,0.0,0.0,0.0,0.925,0.75,1.0,0.09999999999999999,0.0164,0.0023333333333333335,0.05533333333333333,0.01979382619797283,0.7526222222222223,0.6048888888888889,0.9497777777777778,0.12396912399345132,0.1401,0.11916666666666667,0.16033333333333333,0.015520810402667623,7.03125,7.03125,7.03125,0.0,True,True,0.75
reset_at_split_boundary,32,4.0,4.0,guarded_id_ood_target_0.005,0.0036666666666666666,0.0,0.005,0.0019436506316151002,0.0008,0.0,0.0026666666666666666,0.0010666666666666667,0.9,0.625,1.0,0.1457737973711325,0.009266666666666666,0.004,0.015333333333333332,0.004296768811819205,0.8917333333333334,0.7902222222222223,0.9742222222222222,0.07634443069907215,0.2495,0.16016666666666668,0.5461666666666667,0.14920876500914937,87.5,87.5,87.5,0.0,True,True,0.6247333333333334
reset_at_split_boundary,32,4.0,4.0,np_orderstat_id_ood_1pct,0.006333333333333332,0.0033333333333333335,0.008333333333333333,0.0019436506316151,0.0014666666666666667,0.0,0.0033333333333333335,0.001359738536958076,0.9,0.625,1.0,0.1457737973711325,0.010666666666666666,0.005,0.015333333333333332,0.0036270588023294514,0.9241777777777778,0.7902222222222223,0.9804444444444445,0.07279213090017117,0.25170000000000003,0.16133333333333333,0.5461666666666667,0.14811280985939212,87.5,87.5,87.5,0.0,True,True,0.6246666666666667
reset_at_split_boundary,32,4.0,4.0,support_val_guided_empirical_1pct,0.001,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.9,0.625,1.0,0.1457737973711325,0.005933333333333333,0.004,0.010333333333333333,0.0023418890760333725,0.8800888888888888,0.7604444444444445,0.9617777777777777,0.06922920956352253,0.18953333333333333,0.1525,0.275,0.044141615537066865,87.5,87.5,87.5,0.0,True,True,0.625
reset_at_split_boundary,32,4.0,8.0,guarded_id_ood_target_0.005,0.003333333333333333,0.0,0.005,0.0018257418583505537,0.0,0.0,0.0,0.0,0.875,0.625,1.0,0.13693063937629152,0.008799999999999999,0.004666666666666667,0.012666666666666666,0.002985892756874492,0.8907555555555555,0.8142222222222222,0.9631111111111111,0.06510369316864852,0.16529999999999997,0.154,0.18616666666666667,0.011121250928839898,43.75,43.75,43.75,0.0,True,True,0.625
reset_at_split_boundary,32,4.0,8.0,np_orderstat_id_ood_1pct,0.007666666666666666,0.005,0.008333333333333333,0.001333333333333333,0.0002666666666666667,0.0,0.0013333333333333333,0.0005333333333333334,0.875,0.625,1.0,0.13693063937629152,0.0108,0.004666666666666667,0.018333333333333333,0.004425180473406957,0.9007111111111111,0.8146666666666667,0.968,0.07032375219978518,0.18996666666666667,0.15533333333333332,0.26266666666666666,0.04030128203088995,43.75,43.75,43.75,0.0,True,True,0.6248666666666667
reset_at_split_boundary,32,4.0,8.0,support_val_guided_empirical_1pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.625,1.0,0.13693063937629152,0.0076,0.0026666666666666666,0.012,0.004018844499493743,0.8711111111111111,0.7924444444444444,0.9528888888888889,0.059566831436693106,0.16123333333333334,0.154,0.16916666666666666,0.004932432350158375,43.75,43.75,43.75,0.0,True,True,0.625
reset_at_split_boundary,32,4.0,16.0,guarded_id_ood_target_0.005,0.003333333333333333,0.0,0.005,0.0018257418583505537,0.0002666666666666667,0.0,0.0013333333333333333,0.0005333333333333334,0.925,0.75,1.0,0.09999999999999999,0.021666666666666667,0.004333333333333333,0.04133333333333333,0.012703455347966465,0.8679111111111112,0.6853333333333333,0.952,0.09967984305320263,0.16513333333333335,0.13266666666666665,0.196,0.02095428887417138,21.875,21.875,21.875,0.0,True,True,0.7498666666666667
reset_at_split_boundary,32,4.0,16.0,np_orderstat_id_ood_1pct,0.005333333333333333,0.0,0.008333333333333333,0.0032317865716108857,0.0004,0.0,0.002,0.0008,0.925,0.75,1.0,0.09999999999999999,0.023,0.005333333333333333,0.04133333333333333,0.011944315244779277,0.8741333333333333,0.6853333333333333,0.9617777777777777,0.10063596294087435,0.16626666666666665,0.13266666666666665,0.2,0.022249494376277414,21.875,21.875,21.875,0.0,True,True,0.7498
reset_at_split_boundary,32,4.0,16.0,support_val_guided_empirical_1pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.75,1.0,0.09999999999999999,0.014600000000000002,0.003,0.029333333333333333,0.011231701167281434,0.8403555555555556,0.6853333333333333,0.932,0.08932488627836016,0.15766666666666668,0.13266666666666665,0.16983333333333334,0.013256864050160756,21.875,21.875,21.875,0.0,True,True,0.75
reset_at_split_boundary,32,4.0,32.0,guarded_id_ood_target_0.005,0.004,0.0033333333333333335,0.005,0.000816496580927726,0.0004,0.0,0.0013333333333333333,0.0005333333333333334,0.925,0.75,1.0,0.09999999999999999,0.027066666666666666,0.004,0.06666666666666667,0.02132020429337184,0.896888888888889,0.772,0.9773333333333334,0.07580820503492537,0.16293333333333335,0.148,0.18683333333333332,0.013524709896252035,10.9375,10.9375,10.9375,0.0,True,True,0.7498666666666667
reset_at_split_boundary,32,4.0,32.0,np_orderstat_id_ood_1pct,0.007000000000000001,0.005,0.008333333333333333,0.0012472191289246471,0.0004,0.0,0.0013333333333333333,0.0005333333333333334,0.925,0.75,1.0,0.09999999999999999,0.028333333333333332,0.005666666666666667,0.06833333333333333,0.021595266971157254,0.9078222222222223,0.812,0.9844444444444445,0.06571925324373047,0.16546666666666668,0.14983333333333335,0.18683333333333332,0.01224218571624818,10.9375,10.9375,10.9375,0.0,True,True,0.7498666666666667
reset_at_split_boundary,32,4.0,32.0,support_val_guided_empirical_1pct,0.0003333333333333334,0.0,0.0016666666666666668,0.0006666666666666668,0.0,0.0,0.0,0.0,0.925,0.75,1.0,0.09999999999999999,0.015133333333333335,0.0026666666666666666,0.048,0.016775113842965254,0.8425777777777779,0.7128888888888889,0.9737777777777777,0.09168810254415861,0.15086666666666665,0.13283333333333333,0.16066666666666668,0.009440692065027156,10.9375,10.9375,10.9375,0.0,True,True,0.75
reset_at_split_boundary,32,8.0,4.0,guarded_id_ood_target_0.005,0.003,0.0,0.005,0.0019436506316151002,0.0009333333333333334,0.0,0.004666666666666667,0.0018666666666666669,0.775,0.5,1.0,0.16583123951777,0.0034666666666666665,0.001,0.006666666666666667,0.0019843834754849623,0.8575111111111111,0.7271111111111112,0.952,0.08529239758864648,0.21239999999999998,0.1585,0.3903333333333333,0.08962102927822736,150.0,150.0,150.0,0.0,True,True,0.49953333333333333
reset_at_split_boundary,32,8.0,4.0,np_orderstat_id_ood_1pct,0.008333333333333335,0.006666666666666667,0.01,0.0014907119849998597,0.0017333333333333333,0.0,0.008666666666666666,0.0034666666666666665,0.9,0.625,1.0,0.1457737973711325,0.0070666666666666655,0.001,0.011,0.003395421754199158,0.8824888888888889,0.8168888888888889,0.972,0.06806915873117847,0.24609999999999999,0.159,0.5475,0.15102422910837113,150.0,150.0,150.0,0.0,True,True,0.6241333333333333
reset_at_split_boundary,32,8.0,4.0,support_val_guided_empirical_1pct,0.006999999999999999,0.0016666666666666668,0.01,0.0032317865716108857,0.0012000000000000001,0.0,0.006,0.0024000000000000002,0.9,0.625,1.0,0.1457737973711325,0.005000000000000001,0.001,0.009333333333333334,0.0030767948691238205,0.8786666666666667,0.8168888888888889,0.9586666666666667,0.06330549095603939,0.24599999999999994,0.159,0.5475,0.15106227560549693,150.0,150.0,150.0,0.0,True,True,0.6244
reset_at_split_boundary,32,8.0,8.0,guarded_id_ood_target_0.005,0.002666666666666667,0.0,0.005,0.001699673171197595,0.0009333333333333334,0.0,0.004666666666666667,0.0018666666666666669,0.825,0.625,1.0,0.15,0.005200000000000001,0.0026666666666666666,0.013333333333333334,0.004112852484049915,0.8275555555555556,0.7657777777777778,0.8946666666666667,0.0515417606065194,0.16216666666666665,0.15533333333333332,0.16933333333333334,0.005477225575051663,75.0,75.0,75.0,0.0,True,True,0.6245333333333334
reset_at_split_boundary,32,8.0,8.0,np_orderstat_id_ood_1pct,0.005666666666666667,0.0033333333333333335,0.008333333333333333,0.002,0.0018666666666666664,0.0,0.008666666666666666,0.0034097898273451792,0.925,0.75,1.0,0.09999999999999999,0.008266666666666667,0.006,0.013333333333333334,0.0025940101944458296,0.8650666666666668,0.7657777777777778,0.9484444444444444,0.06316842467992383,0.16923333333333335,0.15533333333333332,0.181,0.00931522051984457,75.0,75.0,75.0,0.0,True,True,0.7491333333333333
reset_at_split_boundary,32,8.0,8.0,support_val_guided_empirical_1pct,0.005666666666666667,0.0033333333333333335,0.008333333333333333,0.002,0.0009333333333333334,0.0,0.004666666666666667,0.0018666666666666669,0.925,0.75,1.0,0.09999999999999999,0.007266666666666667,0.003,0.013333333333333334,0.003369141004931541,0.859288888888889,0.7657777777777778,0.9426666666666667,0.06258030297935328,0.16640000000000002,0.15533333333333332,0.175,0.007301141463269058,75.0,75.0,75.0,0.0,True,True,0.7495333333333334
reset_at_split_boundary,32,8.0,16.0,guarded_id_ood_target_0.005,0.0026666666666666666,0.0,0.005,0.0022607766610417564,0.0010666666666666667,0.0,0.004666666666666667,0.001818424226264781,0.9,0.75,1.0,0.1224744871391589,0.005066666666666666,0.0016666666666666668,0.012666666666666666,0.003883869776967869,0.835288888888889,0.7857777777777778,0.8826666666666667,0.03978172544036201,0.15816666666666665,0.149,0.16883333333333334,0.007029303742982735,37.5,37.5,37.5,0.0,True,True,0.7495333333333334
reset_at_split_boundary,32,8.0,16.0,np_orderstat_id_ood_1pct,0.004666666666666667,0.0,0.008333333333333333,0.0038586123009300755,0.0010666666666666667,0.0,0.004666666666666667,0.001818424226264781,0.9,0.75,1.0,0.1224744871391589,0.005266666666666667,0.0016666666666666668,0.012666666666666666,0.0038145918669119914,0.8424888888888888,0.7857777777777778,0.8835555555555555,0.039124846073140186,0.16043333333333334,0.149,0.1745,0.009624390312580264,37.5,37.5,37.5,0.0,True,True,0.7495333333333334
reset_at_split_boundary,32,8.0,16.0,support_val_guided_empirical_1pct,0.001,0.0,0.0033333333333333335,0.0013333333333333335,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.9,0.75,1.0,0.1224744871391589,0.0044666666666666665,0.0016666666666666668,0.010666666666666666,0.0031944396135229172,0.8195555555555556,0.7857777777777778,0.8826666666666667,0.03342978637807833,0.1524,0.13766666666666666,0.163,0.008594959763334173,37.5,37.5,37.5,0.0,True,True,0.7499333333333333
reset_at_split_boundary,32,8.0,32.0,guarded_id_ood_target_0.005,0.0036666666666666666,0.0,0.005,0.0019436506316151002,0.0010666666666666667,0.0,0.004666666666666667,0.001818424226264781,0.9,0.75,1.0,0.09354143466934853,0.008,0.0026666666666666666,0.014333333333333333,0.004437216344611664,0.853511111111111,0.7244444444444444,0.9617777777777777,0.07996078050990425,0.15353333333333333,0.126,0.164,0.014298951010476258,18.75,18.75,18.75,0.0,True,True,0.7495333333333334
reset_at_split_boundary,32,8.0,32.0,np_orderstat_id_ood_1pct,0.005333333333333333,0.0,0.008333333333333333,0.0028674417556808756,0.0010666666666666667,0.0,0.004666666666666667,0.001818424226264781,0.9,0.75,1.0,0.09354143466934853,0.008,0.0026666666666666666,0.014333333333333333,0.004437216344611664,0.8571555555555556,0.7311111111111112,0.9617777777777777,0.07952183021964143,0.15386666666666665,0.126,0.1655,0.01455235757913855,18.75,18.75,18.75,0.0,True,True,0.7495333333333334
reset_at_split_boundary,32,8.0,32.0,support_val_guided_empirical_1pct,0.0006666666666666668,0.0,0.0033333333333333335,0.0013333333333333335,0.0010666666666666667,0.0,0.004666666666666667,0.001818424226264781,0.9,0.75,1.0,0.09354143466934853,0.007466666666666666,0.0026666666666666666,0.012666666666666666,0.0042037020721158525,0.8280888888888889,0.6791111111111111,0.9617777777777777,0.09236808812411189,0.15116666666666664,0.12316666666666666,0.1605,0.014228687766465173,18.75,18.75,18.75,0.0,True,True,0.7495333333333334
reset_at_split_boundary,64,2.0,4.0,guarded_id_ood_target_0.005,0.0026666666666666666,0.0,0.005,0.0022607766610417564,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.85,0.6875,1.0,0.1159202311936963,0.03166666666666666,0.0033333333333333335,0.07633333333333334,0.025660172338556973,0.9480000000000001,0.8231111111111111,0.9924444444444445,0.0652452921531366,0.15976666666666667,0.15016666666666667,0.166,0.005479862123164131,28.125,28.125,28.125,0.0,True,True,0.6874333333333333
reset_at_split_boundary,64,2.0,4.0,np_orderstat_id_ood_1pct,0.0036666666666666666,0.0,0.008333333333333333,0.0033993463423951896,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.85,0.6875,1.0,0.1159202311936963,0.049,0.0033333333333333335,0.118,0.042464102486688686,0.9481777777777779,0.8231111111111111,0.9928888888888889,0.06536241227396374,0.16066666666666668,0.15016666666666667,0.16833333333333333,0.0063709409735838,28.125,28.125,28.125,0.0,True,True,0.6874333333333333
reset_at_split_boundary,64,2.0,4.0,support_val_guided_empirical_1pct,0.0003333333333333334,0.0,0.0016666666666666668,0.0006666666666666668,0.0,0.0,0.0,0.0,0.85,0.6875,1.0,0.1159202311936963,0.019533333333333333,0.002,0.07366666666666667,0.027496747282380714,0.9337777777777777,0.8231111111111111,0.9924444444444445,0.06185734284785866,0.15910000000000002,0.15016666666666667,0.166,0.005140903509003929,28.125,28.125,28.125,0.0,True,True,0.6875
reset_at_split_boundary,64,2.0,8.0,guarded_id_ood_target_0.005,0.0026666666666666666,0.0,0.005,0.0022607766610417564,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.8625,0.75,1.0,0.09999999999999999,0.024866666666666665,0.0033333333333333335,0.074,0.025362789892105938,0.976888888888889,0.9262222222222222,0.9924444444444445,0.02550352190638836,0.15996666666666667,0.15216666666666667,0.166,0.004436465059281119,14.0625,14.0625,14.0625,0.0,True,True,0.7499333333333333
reset_at_split_boundary,64,2.0,8.0,np_orderstat_id_ood_1pct,0.004,0.0,0.008333333333333333,0.0037416573867739412,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.8625,0.75,1.0,0.09999999999999999,0.04033333333333333,0.0033333333333333335,0.08266666666666667,0.03198610809572042,0.9773333333333334,0.9262222222222222,0.9928888888888889,0.025733294952955482,0.16140000000000002,0.15216666666666667,0.166,0.005009546442099877,14.0625,14.0625,14.0625,0.0,True,True,0.7499333333333333
reset_at_split_boundary,64,2.0,8.0,support_val_guided_empirical_1pct,0.001,0.0,0.0016666666666666668,0.0008164965809277261,0.0,0.0,0.0,0.0,0.8625,0.75,1.0,0.09999999999999999,0.013466666666666665,0.0026666666666666666,0.025333333333333333,0.00911555447207318,0.9714666666666666,0.9262222222222222,0.9915555555555555,0.02413034563049013,0.15913333333333332,0.15216666666666667,0.16233333333333333,0.0035643294522875436,14.0625,14.0625,14.0625,0.0,True,True,0.75
reset_at_split_boundary,64,2.0,16.0,guarded_id_ood_target_0.005,0.0036666666666666666,0.0016666666666666668,0.005,0.0012472191289246471,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.9375,0.875,1.0,0.03952847075210474,0.022133333333333335,0.015333333333333332,0.03233333333333333,0.0064,0.9789333333333333,0.9555555555555556,0.9924444444444445,0.014726074967574256,0.15983333333333333,0.15616666666666668,0.162,0.001943650631615097,7.03125,7.03125,7.03125,0.0,True,True,0.8749333333333333
reset_at_split_boundary,64,2.0,16.0,np_orderstat_id_ood_1pct,0.005666666666666667,0.0016666666666666668,0.008333333333333333,0.0027080128015453202,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.9375,0.875,1.0,0.03952847075210474,0.026799999999999997,0.015333333333333332,0.036,0.009287027990099356,0.9793777777777777,0.9555555555555556,0.9928888888888889,0.01499721784898374,0.15993333333333334,0.15616666666666668,0.162,0.0019793377119071334,7.03125,7.03125,7.03125,0.0,True,True,0.8749333333333333
reset_at_split_boundary,64,2.0,16.0,support_val_guided_empirical_1pct,0.0013333333333333335,0.0,0.0016666666666666668,0.0006666666666666668,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.9375,0.875,1.0,0.03952847075210474,0.012799999999999997,0.002,0.018333333333333333,0.00569053795543288,0.9725333333333334,0.9555555555555556,0.992,0.012943638506145688,0.15963333333333335,0.15616666666666668,0.16133333333333333,0.0017869900204906912,7.03125,7.03125,7.03125,0.0,True,True,0.8749333333333333
reset_at_split_boundary,64,2.0,32.0,guarded_id_ood_target_0.005,0.004666666666666667,0.0033333333333333335,0.005,0.0006666666666666666,0.0010666666666666667,0.0,0.004666666666666667,0.001818424226264781,0.925,0.8125,1.0,0.06123724356957946,0.016466666666666664,0.0026666666666666666,0.023333333333333334,0.007323023055177872,0.9739555555555557,0.9551111111111111,0.9928888888888889,0.014572356715607596,0.15976666666666667,0.15866666666666668,0.16033333333333333,0.0005925462944877022,3.515625,3.515625,3.515625,0.0,True,True,0.8120333333333334
reset_at_split_boundary,64,2.0,32.0,np_orderstat_id_ood_1pct,0.007999999999999998,0.006666666666666667,0.008333333333333333,0.0006666666666666664,0.002266666666666667,0.0,0.006,0.0025508168626278654,0.95,0.875,1.0,0.046770717334674264,0.031133333333333336,0.0026666666666666666,0.082,0.027253215916250653,0.9768000000000001,0.9622222222222222,0.9928888888888889,0.013355241260860962,0.16006666666666666,0.15966666666666668,0.16033333333333333,0.0002494438257849227,3.515625,3.515625,3.515625,0.0,True,True,0.8744
reset_at_split_boundary,64,2.0,32.0,support_val_guided_empirical_1pct,0.004,0.0016666666666666668,0.008333333333333333,0.0029059326290271155,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.95,0.875,1.0,0.046770717334674264,0.010333333333333333,0.0026666666666666666,0.022,0.007217263254786324,0.9747555555555556,0.96,0.9928888888888889,0.013452504471034772,0.16,0.15966666666666668,0.16033333333333333,0.00023570226039551343,3.515625,3.515625,3.515625,0.0,True,True,0.8749333333333333
reset_at_split_boundary,64,4.0,4.0,guarded_id_ood_target_0.005,0.0026666666666666666,0.0,0.005,0.0022607766610417564,0.001466666666666667,0.0,0.004666666666666667,0.0019043809142780936,0.825,0.6875,0.9375,0.11456439237389601,0.026600000000000002,0.002,0.042,0.017161196539480183,0.9246222222222222,0.768,0.9902222222222222,0.07949400474327267,0.15666666666666668,0.13783333333333334,0.16266666666666665,0.009469248474227856,43.75,43.75,43.75,0.0,True,True,0.6870333333333334
reset_at_split_boundary,64,4.0,4.0,np_orderstat_id_ood_1pct,0.004,0.0,0.008333333333333333,0.0037416573867739412,0.001466666666666667,0.0,0.004666666666666667,0.0019043809142780936,0.825,0.6875,0.9375,0.11456439237389601,0.0284,0.002,0.04533333333333334,0.018649277614844913,0.9319111111111111,0.768,0.9915555555555555,0.08344929413337192,0.15793333333333331,0.13783333333333334,0.166,0.010251070404813559,43.75,43.75,43.75,0.0,True,True,0.6870333333333334
reset_at_split_boundary,64,4.0,4.0,support_val_guided_empirical_1pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.6875,0.9375,0.11456439237389601,0.015333333333333332,0.002,0.03266666666666666,0.013237992462773367,0.8973333333333334,0.6782222222222222,0.9902222222222222,0.11173442941210819,0.15083333333333332,0.1175,0.16116666666666668,0.016789216115643334,43.75,43.75,43.75,0.0,True,True,0.6875
reset_at_split_boundary,64,4.0,8.0,guarded_id_ood_target_0.005,0.003,0.0,0.005,0.0024494897427831783,0.0006666666666666666,0.0,0.0026666666666666666,0.0010327955589886444,0.85,0.6875,1.0,0.1159202311936963,0.03986666666666667,0.004,0.11266666666666666,0.03881614784253241,0.9070222222222222,0.6728888888888889,0.9902222222222222,0.11785453264171698,0.15403333333333333,0.1215,0.16483333333333333,0.01635895948878032,21.875,21.875,21.875,0.0,True,True,0.6872333333333334
reset_at_split_boundary,64,4.0,8.0,np_orderstat_id_ood_1pct,0.005,0.0,0.008333333333333333,0.004082482904638631,0.0008,0.0,0.0026666666666666666,0.0009797958971132711,0.85,0.6875,1.0,0.1159202311936963,0.0456,0.009333333333333334,0.12666666666666668,0.0431747868810284,0.9184888888888889,0.6728888888888889,0.9924444444444445,0.1237883019663155,0.1561,0.1215,0.17183333333333334,0.017802184634976063,21.875,21.875,21.875,0.0,True,True,0.6872333333333334
reset_at_split_boundary,64,4.0,8.0,support_val_guided_empirical_1pct,0.001,0.0,0.0016666666666666668,0.0008164965809277261,0.00013333333333333334,0.0,0.0006666666666666666,0.0002666666666666667,0.85,0.6875,1.0,0.1159202311936963,0.017933333333333336,0.0023333333333333335,0.06966666666666667,0.025999487174429677,0.8844444444444445,0.5746666666666667,0.9902222222222222,0.15560583314465423,0.1492,0.10283333333333333,0.16166666666666665,0.02319372520508271,21.875,21.875,21.875,0.0,True,True,0.6874333333333333
