ablation_variant,holdout,seed,feature_count,removed_features,diagnostic_only,attack_detection,final_ood_alarm,id_calib_alarm,ood_val_alarm,threshold,feasible_under_1pct,roc_auc_attack_vs_ood,pr_auc_attack_vs_ood,tpr_at_fpr_1pct,pauc_fpr_1pct,train_time,inference_time,param_count,frozen_config_id,final_eval_used_for_selection,threshold_uses_final_eval,notes
full_original100_reference,holdout_bin_8,44,100,,False,1.0,0.0001,0.0048,0.0005,0.0018564715067072705,True,0.9999999999999999,1.0,1.0,1.0,0.25711750000482425,0.02046700002392754,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_8,44,99,46,False,1.0,0.0,0.0046,0.0005,0.002898089966386054,True,1.0,1.0,1.0,1.0,0.23196040000766516,0.01979410002240911,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_8,44,98,46;47,False,0.9694835680751174,0.003,0.004,0.003,0.0007537228103075712,True,0.9879626760563379,0.9743786012923337,0.971830985915493,0.9811616769292473,0.2486909000435844,0.020081299997400492,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_8,44,97,46;47;39,False,0.19483568075117372,0.0018,0.005,0.0015,0.0010609044390297302,True,0.8400395539906104,0.5931086616019666,0.6807511737089202,0.7078290513600869,0.2367025000276044,0.01893650001147762,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_8,44,97,46;47;39,False,0.19483568075117372,0.0018,0.005,0.0015,0.0010609044390297302,True,0.8400395539906104,0.5931086616019666,0.6807511737089202,0.7078290513600869,0.24852560000726953,0.020977400010451674,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_8,44,97,46;47;39,False,0.19483568075117372,0.0018,0.005,0.0015,0.0010609044390297302,True,0.8400395539906104,0.5931086616019666,0.6807511737089202,0.7078290513600869,0.22533250000560656,0.022723599977325648,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_8,44,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.028489865924652996,True,0.9999380281690141,0.9985818802978051,1.0,0.9968858376388987,0.10233740002149716,0.01592259999597445,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_8,45,100,,False,1.0,0.0,0.004,0.0,0.001939163642384115,True,1.0,1.0,1.0,1.0,0.246958400006406,0.019580100022722036,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_8,45,99,46,False,1.0,0.0,0.0048,0.0005,0.002577855801790544,True,1.0,1.0,1.0,1.0,0.23523109999950975,0.019758300040848553,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_8,45,98,46;47,False,0.9741784037558685,0.0036,0.005,0.003,0.0006471297760553787,True,0.9880284037558685,0.9757171540503446,0.9765258215962441,0.984323023568547,0.23933280003257096,0.019381700025405735,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_8,45,97,46;47;39,False,0.1056338028169014,0.0014,0.005,0.0015,0.0010264413991750002,True,0.8405725352112676,0.6162766808873033,0.6784037558685446,0.7398494821525468,0.2539480999694206,0.019418500014580786,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_8,45,97,46;47;39,False,0.1056338028169014,0.0014,0.005,0.0015,0.0010264413991750002,True,0.8405725352112676,0.6162766808873033,0.6784037558685446,0.7398494821525468,0.25596059998497367,0.019470300001557916,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_8,45,97,46;47;39,False,0.1056338028169014,0.0014,0.005,0.0015,0.0010264413991750002,True,0.8405725352112676,0.6162766808873033,0.6784037558685446,0.7398494821525468,0.2481330999871716,0.02038949995767325,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_8,45,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.028253379767384207,True,0.9999380281690141,0.9985818802978051,1.0,0.9968858376388987,0.10160940000787377,0.014974299992900342,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_8,46,100,,False,1.0,0.0001,0.005,0.0,0.002141341034331123,True,1.0,1.0,1.0,1.0,0.24606159998802468,0.02262969996081665,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_8,46,99,46,False,1.0,0.0,0.0036,0.0005,0.003278047351614649,True,1.0,1.0000000000000002,1.0,1.0,0.22479840001324192,0.01750339998397976,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_8,46,98,46;47,False,0.9671361502347418,0.0028,0.0036,0.003,0.00048624332300380125,True,0.9867515258215962,0.9732285275757439,0.9741784037558685,0.982836718805294,0.24153800000203773,0.019818399974610656,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_8,46,97,46;47;39,False,0.09859154929577464,0.0005,0.004,0.0005,0.0016962543834333195,True,0.845637089201878,0.4503692606410918,0.323943661971831,0.6061351357727605,0.23425540002062917,0.023998300021048635,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_8,46,97,46;47;39,False,0.09859154929577464,0.0005,0.004,0.0005,0.0016962543834333195,True,0.845637089201878,0.4503692606410918,0.323943661971831,0.6061351357727605,0.23618500004522502,0.018903200048953295,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_8,46,97,46;47;39,False,0.09859154929577464,0.0005,0.004,0.0005,0.0016962543834333195,True,0.845637089201878,0.4503692606410918,0.323943661971831,0.6061351357727605,0.22773009998491034,0.01903710002079606,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_8,46,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.028682122460457884,True,0.9999354460093897,0.9985227919768803,1.0,0.9967560808738529,0.09525110002141446,0.017872000054921955,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_8,47,100,,False,1.0,0.0001,0.0038,0.0,0.002089601112181331,True,1.0,1.0,1.0,1.0,0.2809826000011526,0.021128799999132752,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_8,47,99,46,False,1.0,0.0,0.0042,0.0005,0.002801593757333506,True,1.0,1.0,1.0,1.0,0.2281205999897793,0.020465700014028698,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_8,47,98,46;47,False,0.9647887323943662,0.0033,0.0048,0.004,0.00045357293985813334,True,0.9879309859154929,0.9752869709839442,0.9765258215962441,0.9833203576568288,0.23682970000663772,0.020338599977549165,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_8,47,97,46;47;39,False,0.07276995305164319,0.0016,0.0042,0.0015,0.0012499181585786882,True,0.8382219483568074,0.4043141610219174,0.3215962441314554,0.6021185740911128,0.23757570004090667,0.019922800012864172,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_8,47,97,46;47;39,False,0.07276995305164319,0.0016,0.0042,0.0015,0.0012499181585786882,True,0.8382219483568074,0.4043141610219174,0.3215962441314554,0.6021185740911128,0.23990109999431297,0.018646700016688555,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_8,47,97,46;47;39,False,0.07276995305164319,0.0016,0.0042,0.0015,0.0012499181585786882,True,0.8382219483568074,0.4043141610219174,0.3215962441314554,0.6021185740911128,0.23369120003189892,0.02050530002452433,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_8,47,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.03530437963229558,True,0.999938028169014,0.9985818802978051,1.0,0.9968858376388987,0.09181740001076832,0.014894000021740794,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_8,48,100,,False,1.0,0.0,0.005,0.0,0.0011927372372740896,True,1.0,1.0,1.0,1.0,0.2460471999947913,0.020281100005377084,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_8,48,99,46,False,1.0,0.0,0.005,0.0,0.0012480676768339743,True,1.0,1.0,1.0,1.0,0.22190469998167828,0.019988999993074685,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_8,48,98,46;47,False,0.8474178403755869,0.0,0.0048,0.0,0.0017214502990479446,True,0.9669387323943662,0.9398895658459256,0.9389671361502347,0.9656980917293037,0.2075198999955319,0.016820000018924475,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_8,48,97,46;47;39,False,0.007042253521126761,0.0,0.005,0.0,0.0029270582174628678,True,0.8647852112676058,0.6776764479575655,0.6784037558685446,0.8058543893174794,0.25272980000590906,0.019408000051043928,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_8,48,97,46;47;39,False,0.007042253521126761,0.0,0.005,0.0,0.0029270582174628678,True,0.8647852112676058,0.6776764479575655,0.6784037558685446,0.8058543893174794,0.2252642000094056,0.019321999978274107,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_8,48,97,46;47;39,False,0.007042253521126761,0.0,0.005,0.0,0.0029270582174628678,True,0.8647852112676058,0.6776764479575655,0.6784037558685446,0.8058543893174794,0.23508559999754652,0.022699999972246587,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_8,48,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.028280983387619613,True,0.9999380281690141,0.9985818802978051,1.0,0.9968858376388987,0.09877799998503178,0.013428199978079647,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_8,49,100,,False,1.0,0.0,0.005,0.0,0.001689975438820224,True,1.0,1.0,1.0,1.0,0.25234720000298694,0.01930980000179261,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_8,49,99,46,False,0.9859154929577465,0.0,0.005,0.0,0.0019528442543411742,True,1.0,1.0,1.0,1.0,0.24233229999663308,0.020098700013477355,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_8,49,98,46;47,False,0.8661971830985915,0.0,0.0048,0.0,0.0025774063235263246,True,0.9715955399061034,0.944901034873347,0.9436619718309859,0.9694981623262879,0.22424120001960546,0.019057299999985844,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_8,49,97,46;47;39,False,0.004694835680751174,0.0,0.005,0.0,0.010277640506954722,True,0.5082159624413145,0.05661991644219174,0.01643192488262911,0.5082159624413145,0.20122190000256523,0.013799900014419109,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_8,49,97,46;47;39,False,0.004694835680751174,0.0,0.005,0.0,0.010277640506954722,True,0.5082159624413145,0.05661991644219174,0.01643192488262911,0.5082159624413145,0.1985813999781385,0.015572000003885478,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_8,49,97,46;47;39,False,0.004694835680751174,0.0,0.005,0.0,0.010277640506954722,True,0.5082159624413145,0.05661991644219174,0.01643192488262911,0.5082159624413145,0.192396100028418,0.013514999998733401,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_8,49,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.02058793152432142,True,0.9999380281690141,0.9985818802978051,1.0,0.9968858376388987,0.09710759995505214,0.014073400001507252,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_8,50,100,,False,1.0,0.0001,0.0038,0.0,0.0018559832165911394,True,1.0,1.0000000000000002,1.0,1.0,0.25336370000150055,0.02331459999550134,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_8,50,99,46,False,1.0,0.0,0.0042,0.0005,0.0024068041928057508,True,1.0,1.0,1.0,1.0,0.23243340000044554,0.021331700030714273,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_8,50,98,46;47,False,0.9577464788732394,0.0031,0.0044,0.004,0.0005020614636483277,True,0.9855194835680752,0.9701735284436751,0.971830985915493,0.979746148583292,0.25359119998756796,0.023777700029313564,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_8,50,97,46;47;39,False,0.0539906103286385,0.0005,0.0044,0.001,0.0020569471315164114,True,0.6546778169014086,0.24221090300811807,0.25586854460093894,0.5845483284969448,0.2662877999828197,0.018569400010164827,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_8,50,97,46;47;39,False,0.0539906103286385,0.0005,0.0044,0.001,0.0020569471315164114,True,0.6546778169014086,0.24221090300811807,0.25586854460093894,0.5845483284969448,0.23432079999474809,0.02068329998292029,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_8,50,97,46;47;39,False,0.0539906103286385,0.0005,0.0044,0.001,0.0020569471315164114,True,0.6546778169014086,0.24221090300811807,0.25586854460093894,0.5845483284969448,0.23729169997386634,0.018982700014021248,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_8,50,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.028850707635565458,True,0.9999328638497653,0.9984637036559556,1.0,0.9966263241088069,0.10331769997719675,0.01399669999955222,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_8,51,100,,False,1.0,0.0001,0.005,0.0,0.0017513179436273037,True,1.0,1.0,1.0,1.0,0.24166399997193366,0.020971700025256723,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_8,51,99,46,False,1.0,0.0,0.0048,0.0005,0.0025829145337489543,True,1.0,1.0000000000000002,1.0,1.0,0.2346894999500364,0.022977400047238916,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_8,51,98,46;47,False,0.971830985915493,0.0063,0.0046,0.004,0.0005520205575837183,True,0.9868561032863848,0.9737423884533762,0.9741784037558685,0.9837450161606152,0.24430860002757981,0.020774399978108704,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_8,51,97,46;47;39,False,0.15023474178403756,0.0023,0.0046,0.002,0.0007610477011159455,True,0.8448207746478874,0.6009089006649734,0.6830985915492958,0.7240545450255975,0.23336620000191033,0.021231699967756867,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_8,51,97,46;47;39,False,0.15023474178403756,0.0023,0.0046,0.002,0.0007610477011159455,True,0.8448207746478874,0.6009089006649734,0.6830985915492958,0.7240545450255975,0.23466040001949295,0.02085380000062287,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_8,51,97,46;47;39,False,0.15023474178403756,0.0023,0.0046,0.002,0.0007610477011159455,True,0.8448207746478874,0.6009089006649734,0.6830985915492958,0.7240545450255975,0.22179939999477938,0.020596499962266535,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_8,51,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.028425662047694686,True,0.9999354460093897,0.9985227919768803,1.0,0.9967560808738529,0.11161770002217963,0.015207600023131818,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
