holdout,seed,feature_index,mapped_kitnet_family,lambda,mapped_statistic_type,feature_name_if_available,source_code_location_if_recoverable,is_separator_top3,base_final_auc,permuted_final_auc,final_auc_drop,base_validation_auc,permuted_validation_auc,validation_auc_drop,base_attack_detection,permuted_attack_detection,attack_detection_drop,threshold_fixed_for_explanation,final_eval_used_for_selection,importance_scope
holdout_bin_8,42,65,HpHp,5.0,weight,HpHp_weight_lambda_5,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,66,HpHp,5.0,mean,HpHp_mean_lambda_5,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,67,HpHp,5.0,std,HpHp_std_lambda_5,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,68,HpHp,5.0,radius,HpHp_radius_lambda_5,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,69,HpHp,5.0,magnitude,HpHp_magnitude_lambda_5,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,70,HpHp,5.0,covariance,HpHp_covariance_lambda_5,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,71,HpHp,5.0,pcc,HpHp_pcc_lambda_5,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,72,HpHp,3.0,weight,HpHp_weight_lambda_3,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,73,HpHp,3.0,mean,HpHp_mean_lambda_3,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,74,HpHp,3.0,std,HpHp_std_lambda_3,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,75,HpHp,3.0,radius,HpHp_radius_lambda_3,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,76,HpHp,3.0,magnitude,HpHp_magnitude_lambda_3,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,77,HpHp,3.0,covariance,HpHp_covariance_lambda_3,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,78,HpHp,3.0,pcc,HpHp_pcc_lambda_3,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,79,HpHp,1.0,weight,HpHp_weight_lambda_1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,80,HpHp,1.0,mean,HpHp_mean_lambda_1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,81,HpHp,1.0,std,HpHp_std_lambda_1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,82,HpHp,1.0,radius,HpHp_radius_lambda_1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,83,HpHp,1.0,magnitude,HpHp_magnitude_lambda_1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,84,HpHp,1.0,covariance,HpHp_covariance_lambda_1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,85,HpHp,1.0,pcc,HpHp_pcc_lambda_1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,86,HpHp,0.1,weight,HpHp_weight_lambda_0.1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,87,HpHp,0.1,mean,HpHp_mean_lambda_0.1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,88,HpHp,0.1,std,HpHp_std_lambda_0.1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,89,HpHp,0.1,radius,HpHp_radius_lambda_0.1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,90,HpHp,0.1,magnitude,HpHp_magnitude_lambda_0.1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,91,HpHp,0.1,covariance,HpHp_covariance_lambda_0.1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,92,HpHp,0.1,pcc,HpHp_pcc_lambda_0.1,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,93,HpHp,0.01,weight,HpHp_weight_lambda_0.01,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,94,HpHp,0.01,mean,HpHp_mean_lambda_0.01,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,95,HpHp,0.01,std,HpHp_std_lambda_0.01,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,96,HpHp,0.01,radius,HpHp_radius_lambda_0.01,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,97,HpHp,0.01,magnitude,HpHp_magnitude_lambda_0.01,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,98,HpHp,0.01,covariance,HpHp_covariance_lambda_0.01,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
holdout_bin_8,42,99,HpHp,0.01,pcc,HpHp_pcc_lambda_0.01,repo/kitsune_frontend_original/netStat.py:99-105; repo/kitsune_frontend_original/AfterImage.py:80-86,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016210777571729795,False,report_only_permutation_on_validation_and_final_views
